tweet_id,label,tweet_text
1.36271234633506E+018,3,got my second moderna vaccine yesterday feeling like i got run over by a truck today however im so grateful worthit fullyvaccinated thankful
1.37771857308332E+018,2,if we call it the fauciouchie surely anyone who gets moderna has the right to call it the dolly dose and wear a bandaid covered in rhinestones dollysose moderna dontthrowawayyourshot
1.38278866041268E+018,3,while canada is forced to stay at home home lockdown no family no business no school drug abuse violence unemployment no hope no life our government denies us the safe and available russia sputnik v vaccine covid mentalhealth jesus sputnikv
1.37329415017144E+018,3,happy to say i received my first dose of the moderna vaccine months to go for the second covid vaccinated
1.38198011809728E+018,2,ok if you got sick after your second injection when did it happen moderna phizer jabtobeatcorona vaccine
1.36030315043175E+018,2,india supplies million covid vaccines to countries indiablooms first portal on digital news management coronavirusvaccine covid covaxin astrazeneca covishieldvaccine
1.35888781226378E+018,3,doug ford and trudeau will not ask russia to produce sputnikv vaccine effective against covid in ontario canada extend draconian lockdown to destroy family business church life school forcing stay at home mentalhealth
1.37206784696497E+018,2,got the vaccine for three fiddy if anyone wants moderna covid
1.34055229849419E+018,1,watch nurse faints after getting pfizerbiontech�s covid vaccine in us pfizervaccine pfizerbiontech covid coronavirus vaccine india vaccineswork
1.35342725758745E+018,3,got my first dose of the pfizerbiontech covid coronavirusvaccine yesterday side effects over the last hours have been slightly achy arm antibody test the day before showed i had zero antisarscov antibodies let�s see how many i have in a few weeks
1.3657325480438E+018,3,dr daniel chirundu said took the sinopharm vaccine to protect himself those he works with and his clients his vaccination also served as a cue to action among my subordinates and others who are now demanding it
1.38505254387365E+018,2,they�re back it doesn�t matter what your views are i�m sure you can relate to this in some way laughterisgoodforthesoul covid vaccine lol comedy acting actor actress actorlife skit pzifer moderna johnsonandjohnson
1.38194241377475E+018,2,has kenya authorized sputnikv good news
1.37193404846199E+018,2,moderna trial ends astrazenica trial ends pfizer trial ends your personal life insurance is invalid holiday insurance is invalid want some more cheese lab rat
1.3600159665167E+018,2,biden administration finalizes deal for million vaccine doses from pfizer moderna
1.3657522310191E+018,1,russian woman after mrna sputnikv is very sick and terrified
1.36533115991643E+018,2,moderna launches clinical trials to test new vaccine designed to combat covid variants covidvaccine moderna staysafe
1.38264272588395E+018,1,yesterday decided to test for antibodies and i don�t have any so looks like vax either didn�t work or didn�t last test result today was anything above is positive also no more rd shots being offered oh well sinopharm
1.340629848319E+018,1,as the pfizerbiontech vaccine is leaky or doesnt stop transmission and vaccinated people might shed more virus as a result could a variant of covid that spreads be a result of this and lack of natural immunity from lockdowns
1.37423730351894E+018,2,having slept for pretty much two days after my covidvaccine i thought i�d resync my body clock by staying up all night with all hours of zacksnydersjusticeleague but after seeing a trailer for riverhunters i�ve just watched the entire first series oxfordastrazeneca
1.36315323733187E+018,2,it was a british jab for british people oxfordastrazeneca okay its made in belgium but it says oxford in the title dammit
1.38123010162335E+018,1,i got my secondvaccination yesterday amp
1.3823177239386E+018,2,as a pregnant person who is getting the moderna covidvaccine today does anyone know if there are any official studies i can enter myself into covid covid coronavirus coronavaccine
1.37368722541881E+018,3,getting the moderna vax today worried about side effects but more excited to do my part to stop the damn spread i had covid in january and i do not recommend
1.38208418194616E+018,3,moderna says new data shows its covid vaccine is more than effective against virus six months after second shot
1.36621350727692E+018,2,covaxin my pm
1.37005724994356E+018,2,if im not mistaken phase data of covaxin is out in public
1.3622668657882E+018,3,hongkong fast tracks chinas sinovac vaccine approval pandemic
1.37237706006098E+018,2,despite highest recovery rate than rest of world and vaccines covishield covaxin invented and administerd on war footing with much fanfare the situation is still alarmingmeans vaccines are not efficacious to contain coronavirus and it was all drama to pacify the outcry
1.38121380540582E+018,2,sputnikv lockdown aespa cancelboardexam cryptocurrency dogecoin ethereum elonmusk eurovision enhypen fearlesstaylorsversion grandnational heysayjump houseoffamegr jasminbhasin kkrvssrh horoscope of english
1.36020882089978E+018,2,had my nd moderna shot yesterday i am off today and in anticipation of having possible negative side effects decided sending k to daycare was a good idea dh has made me feel so guilty for being off and sending him i don�t know that he means to but ugh i�m going back to bed
1.38156338349808E+018,2,if approved sputnikv will be the third covid vaccine to be available in india
1.38280845171839E+018,2,in addition darpa funds moderna why does the us defense advanced research projects agency which up until now was focused on ai technology for national security and us military fund an experimental injection in millions of humans
1.37098820155337E+018,2,bahrains ministry of health receives doses of the chinese covid sinopharm vaccine
1.38256774983932E+018,2,coronavirus cases surpass mn globally us tally tops mn coronaviruspandemic covid us brazil turkey mexico sputnikv read
1.38490389060112E+018,2,been and posted my weekly covid swab for the vaccine trials what a beautiful afternoon sunshine blossom beautifulday oxfordastrazeneca vaccine trials astrazenecavaccine vaccinetrials
1.36022804951861E+018,2,dare we begin to feel a bit of relief presbiden covid vaccines moderna pfizer
1.34719757092647E+018,2,its vday today flat eric gets his covid vaccine today vaccinations coronavirus pfizerbiontech modernavaccine stayhome staysafestayhealthy anderhalvemetersamenleving vday sideeffects pain photooftheday healtcare diederikgommers ikdoemee photoblogger health
1.38180470121834E+018,2,jakarta siti nadia tarmizi a spokesperson for indonesia�s covid vaccine programme said who had found the chinese vaccines had met requirements by being more than effective she noted that clinical trials for the sinovac in indonesia showed it was effective
1.3814673151626E+018,3,speakupforvaccinesforall people who want covaxin can demand at amitshah and modi rally coronavirus covid
1.38489267210886E+018,3,india�s indigenously developed covaxin jab effective against covid in trials maker bharat biotech says ����
1.35307739364113E+018,3,getting ready to roll my sleeve up for dose of the pfizerbiontech covidvaccine on monday feeling very grateful that my rescheduled appt was only delayed by a few days proudtoworkat
1.38117487877931E+018,2,every time i read such stories im tempted to ask vote kisko diya tha i know its mean okay no very mean but in newindia its a pertinent question imo covid covid covaxin
1.36665936500086E+018,2,the esadegeo daily digest on s blog sarkozy sentenced to years in prison slovakia buys million sputnikv doses amlo meet over migration indiapakistan ceasefire for now
1.38440392905269E+018,2,remdesivir arranged by bjp was for govt get your news featured use indiapostusa anthonyfauci coronapatients coronavaccinenews coronavaccineupdates covaxiupdates covaxin covidlockdown drharshvardhan fadnavis health healthcare
1.38201637871093E+018,3,st shot done cichealth covidvacccine thisisourshot moderna
1.38159738044998E+018,1,pfizer moderna coronavaccine with vaccination you get cancer
1.35441613887317E+018,2,actually what the french have done is acknowledge their vaccine wouldn�t be ready until the end of and have turned their facilities over to the production of the pfizerbiontech vaccine
1.37231404612114E+018,3,shot down thank you kaiserpermanente moderna
1.37286542488752E+018,3,vaccinated this morning in moscow with sputnikv vaccination against covid online registration for the next day no queue organized process done in mns everything free very happy to be in russia sputnikv russia atsal
1.37357379984153E+018,2,its often mentionened in western and swiss media that sputnikv is used as russian propaganda like here on srf app but why do they never call then pfizerbiontech and moderna as the american propaganda and astrazeneca as the british one all of them are just vaccines
1.37600026725924E+018,2,despite india at the brink of a more severe second wave will not even consider covidvaccine as none are trustworthy yet would have definitely taken had there been one genuine chinavirus chinesevirus chinesebioterrorism ccpvirus covaxin covidshield
1.38245480763459E+018,2,i bet the scientists who created all these vaccines are males who forgot that almost all women have breasts armpit lymph nodes ovaries and uterus birth control and periods not a single thought about women pathetic wake up gentlemen johnsonandjohnson pfizer moderna
1.37267310091195E+018,3,let see what mutant powers i can get from this vaccine moderna cvs thank you for saving future lives may we all become safer smarter healthier better humans getvaccinated
1.37409584389308E+018,2,first dose of the moderna covid vaccine done feel fine so far moderna covidvaccine covid
1.38002273530101E+018,2,pm takes the second dose of covaxin at aiims this morning he took the first shot on st march
1.38522114306232E+018,2,going for moderna today covidvaccine fastenseatbelts raiseseatstouprightposition storetraytables
1.36381873211248E+018,3,wheres sputnikv it has over successrate than pfizer and has deaths
1.37369846913998E+018,2,sundayvibes who is eating alone because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family no business no church no hope no life mentalhealthmatters order russia sputnikv get out of syria covid spring
1.3711752237735E+018,3,hours after moderna dose and i�m feeling great almost no arm soreness regained my taste and energy the feathers i grew have been a nice addition too i�m kidding if anyone has any questions my dms are open please get your shot as soon as possible
1.38269885762523E+018,1,second dose of moderna is kicking my ass arm hurts like hell fever sweats headache teeth pain and nausea this is not fun covidvaccination
1.37145525971393E+018,3,st round of covidvaccines done thank you volunteers health personnel and of course pfizerbiontech
1.37164992348207E+018,3,the covid vaccine developed by chinas sinopharm has been approved for emergency use in the maldives the maldives food and drug administration mfda announced monday afternoon
1.37955917382696E+018,3,first covid vaccine done sore but hopeful for summer fellowship and family hugs moderna
1.37961627116838E+018,2,pakistan may give third dose of sinopharm coronavirus vaccine to elderly later on third dose of sinopharm coronavirus vaccine may be administered to elderly uae started giving a third shot after doctors said two doses produced low immunity
1.35411688728256E+018,2,one of my exclassmates shared the side effects she is experiencing on jan after her st jab of pfizerbiontech on th i have also corresponded with her amp
1.37660365928756E+018,3,ready covid sinovac strawberrynails
1.38414602415174E+018,3,vaccinated one step closer to herd immunity perfect organization at the vaccination center friendly reception a lot of space and clear separation between the visitors thankyou grateful vaccinated brussels moderna getvaccinated
1.36710612494878E+018,2,along with covaxin lets give a try to ageold ayurvedic miracle drug honey as well
1.38485611567489E+018,2,bharatbiotech has ramped up the manufacturing capacity of its covid vaccine covaxin to million doses per annum india coronavirus covidvaccine theweek
1.37022599356734E+018,2,received nd dose of moderna armissore celebrated e yearsand dad yearstonight while watching the big tournament three months of journeyat
1.36234152634132E+018,2,vp chiwenga gets covid jab sinopharm opencovidcontracts watch on facebook
1.38425790831403E+018,3,embarrassing moscow russia everything is open business as usual ontario reporting cases of covid new cases in toronto lockdown closed business church no family no hope mentalhealth canada get out of syria sputnikv effective jesus
1.38062493909556E+018,2,covid putnamcounty announced that there will be a special moderna covid vaccination clinic held in garrison this week for those eligible to receive the vaccine dailyvoice
1.38254915480357E+018,2,moderna hopes to have covidbooster for its vaccine ready by the fall ceo says vaccines covid pandemic
1.37285705151744E+018,2,a consignment of doses of covaxin� lands in the island nation of mauritius the unified attempt to free the world of covid goes strong bharatbiotech covaxin vaccinemaitri covaxinvaccine premiabiotech covishield premiameds premiaholdings
1.36394880005486E+018,3,what is the accepted price in lives to be loyal to the selfimposed rules of the eu dead deaths most governments in the eu are more loyal to the eu than their own people the solution is simple use sputnik v and save lives sputnikv
1.36711234067245E+018,3,s covaxin pc efficient in phase trials
1.37073058985956E+018,2,�public health�is a contributory service got my first dose of covaxin under the covidvaccine scheme of govt of indiathankful to staffs of and my grandson for making a smooth effortless arrangement
1.34245525598498E+018,1,lethal injection pfizerbiontech pfizercovidvaccine potassiumchloride lethalinjection
1.37555821558544E+018,2,mostly sinovac inactivated covidvaccine only alum as adjuvant against original straingood luck relying on this to get you out of crisis
1.37321685750791E+018,3,uae has administered over m total doses in total while more than same chinese sinopharm vaccine is administered with efficiency rate and no side effects reported prime minister imran khan had the st jab od sinoparhm also
1.38382140826278E+018,2,good news ahead oxfordastrazeneca vaccine coronavirus
1.36025199743855E+018,3,trust in moderna everyone
1.37534931055709E+018,2,sri lanka will look to clear outstanding issues with the manufacturer of chinas sinopharm vaccine after stocks arrive next week the government said today read the full story here via srilanka lka sinopharm vaccine
1.38307679513042E+018,2,out of an abundance of caution appears to be the covid phrase that has replaced in these trying challengingdifficultstressful times pandemic coronavirus vaccine pfizer moderna johnsonandjohnson astrazeneca
1.36688657166909E+018,3,vaccine vaccine vaccine vaccineeeeee thank you to the one amp only dollyparton for being such a huge contributor to the moderna vaccine and keeping us safe this year we love you dolly repost
1.3816225163184E+018,2,keep spreading ccp propaganda china�s media has zero trusty worthwe�ll challenge every single lies freetibet freehk xijinping chinesevirus holdchinaaccountable boycottsinovac boycottsinopharm covaxin covishield chinaliedpeopledied vaccinemaitri vaccinediplomacy
1.37085254026338E+018,2,dr fauci chooses between pfizer moderna and johnson amp johnson jampj vaccines on colbert � fauci vaccine any
1.37165563301612E+018,2,got my nd moderna shot last week and im like
1.38089196769392E+018,3,just got the vaccine thank you to science and everyone who had a hand in this moderna vaccinated
1.36627211138862E+018,2,why did sister p niveda feel like a film celebrity as she administered the vaccine to the pm because jab we met covaxin lamejoke
1.3667457509573E+018,2,the first death case in hong kong after the chinesemade covid vaccine hk hongkong sinovac sinovacbiotech chinesevirus wuhanvirus chinamade chinaliedpeopledie covid vaccine chinavirusmadeinchina coronavirus
1.3599127061287E+018,3,barely kept a cool head this morning with ocgn when i saw on the ticker but kept cool and stayed calm and later here we are covaxin got approved and once the us adopts it to get out vaccines faster this stock will have no limit clsn could see similar movement
1.37205276798907E+018,1,in order to help hongkong govt to advertise the chinamade coronavirus vaccine sinovac a group of frontline medical workers took the shots one of the nurse is now developed severe reaction including serious headaches muscle and joint pain that she could barely walk
1.3627116962473E+018,2,algeria to launch production of russia �s sputnikv covid vaccine in months via
1.38004364165418E+018,3,more power to you covishield covaxin
1.3762322821729E+018,2,symptoms update head feels a bit off arm feels heavy but not aching yet oxfordastrazeneca vaccine
1.38231850841593E+018,3,moderna says new data shows its covid vaccine is more than effective against virus six months after second shot
1.38486788598685E+018,2,covaxin� demonstrated overall clinical efficacy of and efficacy of against severe covid disease in phase efficacy analysis vaccineefficacy covaxin bharatbiotech
1.37909665119379E+018,2,be prepared for moderna reaction i had them hours after injection if you dont great be prepared theview
1.36628456886576E+018,2,astrazeneca plc sold of its stake in american pharmaceutical and biotechnology company moderna inc for more than billion after its shares soared on the back of its coronavirus vaccine breakthrough
1.38163890407213E+018,3,sputnikv got clearance today but when to you think itll be available for vaccination
1.36902044912081E+018,3,vaccinatevirginia st dose of moderna done covid covidvaccine thank you for the shot in the arm
